,Ticker,Breakdown,Recent,Before_1,Before_2,Before_3
971,ECL,capitalExpenditures,-178200000.0,-143500000.0,-102100000.0,-126700000.0
972,EFX,changeToLiabilities,0.0,0.0,0.0,0.0
973,EFX,totalCashflowsFromInvestingActivities,-344700000.0,-122100000.0,-973500000.0,-111800000.0
974,EFX,netBorrowings,1597000000.0,-500000000.0,-700000.0,-1000000.0
975,EFX,totalCashFromFinancingActivities,1522700000.0,-591700000.0,-88600000.0,-54500000.0
976,EFX,changeToOperatingActivities,84800000.0,47800000.0,-165900000.0,107500000.0
977,EFX,issuanceOfStock,8300000.0,18500000.0,6600000.0,11800000.0
978,EFX,netIncome,205400000.0,215100000.0,201600000.0,87400000.0
979,EFX,changeInCash,1567400000.0,-307800000.0,-918700000.0,149000000.0
980,EFX,repurchaseOfStock,-13500000.0,-57600000.0,-42700000.0,-15900000.0
981,EFX,effectOfExchangeRate,-9000000.0,-1700000.0,-1700000.0,18100000.0
982,EFX,totalCashFromOperatingActivities,398400000.0,407700000.0,143400000.0,297200000.0
983,EFX,depreciation,118500000.0,119700000.0,116700000.0,104100000.0
984,EFX,dividendsPaid,-47600000.0,-47500000.0,-47500000.0,-47400000.0
985,EFX,changeToAccountReceivables,-3600000.0,14500000.0,-65800000.0,-17600000.0
986,EFX,otherCashflowsFromFinancingActivities,-21500000.0,-5100000.0,-4300000.0,-2000000.0
987,EFX,changeToNetincome,-6700000.0,10600000.0,56800000.0,15800000.0
988,EFX,capitalExpenditures,-97400000.0,-122500000.0,-113000000.0,-111800000.0
989,EL,investments,-6000000.0,-2000000.0,-2000000.0,-2000000.0
990,EL,changeToLiabilities,-191000000.0,385000000.0,-8000000.0,84000000.0
991,EL,totalCashflowsFromInvestingActivities,-153000000.0,-1287000000.0,-180000000.0,-155000000.0
992,EL,netBorrowings,-1000000.0,-451000000.0,595000000.0,-2000000.0
993,EL,totalCashFromFinancingActivities,-714000000.0,-1030000000.0,257000000.0,-229000000.0
994,EL,changeToOperatingActivities,-44000000.0,175000000.0,-156000000.0,267000000.0
995,EL,issuanceOfStock,36000000.0,35000000.0,76000000.0,46000000.0
996,EL,netIncome,692000000.0,1018000000.0,456000000.0,873000000.0
